,fold
11429,1142352
11430,3803102
11431,4468763
11432,2296772
11433,2168865
11434,3846938
11435,2378473
11436,1025841
11437,3842249
11438,1272887
11439,4203787
11440,5545998
11441,2518785
11442,1420171
11443,4887407
11444,5505799
11445,1949490
11446,5800792
11447,5515610
11448,1001879
11449,2232028
11450,4463491
11451,3770466
11452,1415364
11453,1273360
11454,1938096
11455,4594242
11456,3343412
11457,3962834
11458,5666391
11459,1115532
11460,4347076
11461,1067356
11462,2512012
11463,5480155
11464,3056394
11465,3306326
11466,1708349
11467,2369232
11468,5524167
11469,1411623
11470,4349916
11471,3186752
11472,4592790
11473,1600221
11474,1464486
11475,3018758
11476,2888965
11477,1076110
11478,5650713
11479,5905723
11480,1141440
11481,5640726
11482,2428474
11483,3847709
11484,5927546
11485,3545208
11486,4853541
11487,1027466
11488,1338582
11489,1557780
11490,5023615
11491,1966379
11492,4200392
11493,2658291
11494,1590535
11495,3811742
11496,1921099
11497,1909629
11498,5279074
11499,1965000
11500,5659562
11501,1943729
11502,1923502
11503,3176120
11504,1261752
11505,5030631
11506,2014610
11507,2386713
11508,2140304
11509,1570741
11510,4985886
11511,2127593
11512,4484160
11513,5909755
11514,4391960
11515,2065763
11516,4213462
11517,1429306
11518,2774673
11519,2523901
11520,1943524
11521,1021921
11522,3980010
11523,5018792
11524,1502983
11525,1089533
11526,5147501
11527,1292450
11528,5012383
11529,3189383
11530,1194116
11531,1711868
11532,5000598
11533,2779496
11534,4635948
11535,1163377
11536,5012227
11537,5784377
11538,1962943
11539,5020612
11540,3940082
11541,3948097
11542,4635892
11543,2401467
11544,2198196
11545,1229747
11546,4496911
11547,2633728
11548,1803700
11549,5007880
11550,1129604
11551,4739571
11552,3348753
11553,3299161
11554,5259545
11555,3677807
11556,1261127
11557,2532420
11558,1321419
11559,4873249
11560,5521876
11561,2121837
11562,2533284
11563,1045056
11564,3414115
11565,1706923
11566,5271570
11567,1531253
11568,2640426
11569,1058624
11570,5012623
11571,2895824
11572,2904724
11573,1609560
11574,4345847
11575,4353520
11576,2662133
11577,2240011
11578,5291333
11579,1955586
11580,3192943
11581,3294001
11582,3024461
11583,3832890
11584,5544462
11585,4731139
11586,5152427
11587,1943199
11588,3825246
11589,2520383
11590,2508475
11591,2403733
11592,1907605
11593,1860628
11594,5475570
11595,2006648
11596,1451946
11597,2928510
11598,1331047
11599,5900929
11600,4985715
11601,2653784
11602,1165461
11603,2272760
11604,4632016
11605,5049276
11606,4899818
11607,1890176
11608,1502574
11609,4630742
11610,4614299
11611,1861691
11612,3435438
11613,5772592
11614,1412523
11615,5945733
11616,3934472
11617,4349722
11618,5650451
11619,2111521
11620,3300994
11621,3429449
11622,1856461
11623,4862879
11624,1217090
11625,1518053
11626,4461241
11627,2887829
11628,2125468
11629,4866868
11630,4031719
11631,3951452
11632,5902190
11633,4601454
11634,5809345
11635,2139686
11636,1597779
11637,1589526
11638,2778762
11639,1587633
11640,3170572
11641,4106593
11642,1901480
11643,1337528
11644,3185514
11645,5574454
11646,1995773
11647,4889268
11648,3686534
11649,5277462
11650,1976202
11651,2538402
11652,3163734
11653,1532003
11654,4495294
11655,6000054
11656,2951376
11657,4005738
11658,2380037
11659,1218623
11660,1076107
11661,4111875
11662,2243275
11663,4656584
11664,3850386
11665,4626397
11666,3420453
11667,5121318
11668,5423413
11669,3832087
11670,4766656
11671,1279517
11672,4655725
11673,5527195
11674,1139098
11675,4069062
11676,1054211
11677,3437755
11678,5284206
11679,5282493
11680,1889250
11681,1969336
11682,1881630
11683,5795430
11684,1339400
11685,3999362
11686,5758900
11687,3580175
11688,1736497
11689,3289866
11690,5390414
11691,3160916
11692,1553502
11693,5253715
11694,1059296
11695,1214064
11696,3964032
11697,1199917
11698,3021001
11699,3565528
11700,1457206
11701,5641318
11702,1196547
11703,4614660
11704,5813419
11705,5178615
11706,3296385
11707,1998309
11708,2147595
11709,3287935
11710,5943943
11711,1548426
11712,2121804
11713,2428956
11714,5048008
11715,4894683
11716,5677348
11717,1248766
11718,1333879
11719,4076407
11720,3027026
11721,1995967
11722,3936328
11723,5179196
11724,5538945
11725,1217496
11726,2668357
11727,3180956
11728,1737512
11729,1191545
11730,1231886
11731,2508326
11732,5704176
11733,5908792
11734,5523977
11735,1773505
11736,2727013
11737,1729617
11738,2376874
11739,3289014
11740,5785912
11741,1812583
11742,5739313
11743,5131013
11744,1707436
11745,1282505
11746,3981869
11747,1506018
11748,1199576
11749,3312307
11750,3559137
11751,2519553
11752,4881243
11753,1035727
11754,4994955
11755,4357642
11756,1742689
11757,1855618
11758,2764622
11759,2630746
11760,2637962
11761,4368796
11762,1861337
11763,1451071
11764,1827411
11765,3042044
11766,3673412
11767,5789202
11768,1615115
11769,4339649
11770,1091494
11771,3326700
11772,1817953
11773,2800430
11774,4092526
11775,5145890
11776,2777439
11777,4741608
11778,2796751
11779,3168556
11780,1509848
11781,5792457
11782,1488146
11783,1530898
11784,4332610
11785,3802615
11786,5527274
11787,2915562
11788,4852574
11789,3382287
11790,2754626
11791,5123634
11792,1020353
11793,3967389
11794,1398048
11795,5554244
11796,1611122
11797,4199853
11798,4468089
11799,1841217
11800,2790968
11801,1729636
11802,5147057
11803,5401537
11804,3685059
11805,4333911
11806,1457481
11807,3298984
11808,3674974
11809,1465003
11810,4636647
11811,2247130
11812,1477248
11813,1298845
11814,1585515
11815,1641189
11816,1612437
11817,2775049
11818,3211957
11819,2638840
11820,4209087
11821,3872514
11822,1798187
11823,1598035
11824,3684467
11825,4505956
11826,3410265
11827,1147964
11828,3902479
11829,2924221
11830,3321563
11831,5144258
11832,1995016
11833,4098202
11834,3432866
11835,1742315
11836,1727854
11837,2764196
11838,2327425
11839,5380699
11840,5027146
11841,4130615
11842,4605224
11843,4478948
11844,1962473
11845,1551638
11846,3553297
11847,1142692
11848,5792052
11849,5541369
11850,3711560
11851,2233300
11852,4470072
11853,4529942
11854,1415985
11855,3556428
11856,1604462
11857,1447472
11858,3165474
11859,3907005
11860,4893444
11861,4525001
11862,1895357
11863,1398032
11864,3684237
11865,2107108
11866,2563881
11867,3302580
11868,2263099
11869,2779838
11870,5789023
11871,4526116
11872,3641706
11873,1125537
11874,5660007
11875,1911215
11876,4488469
11877,2770769
11878,1436062
11879,1068825
11880,5547374
11881,1032500
11882,2521627
11883,3307061
11884,4882584
11885,5801532
11886,3717877
11887,1918713
11888,4615724
11889,5141335
11890,5406257
11891,1292105
11892,3419967
11893,1130907
11894,2905177
11895,3443702
11896,5270690
11897,4100123
11898,3975271
11899,4617220
11900,3086417
11901,5780664
11902,1087642
11903,1879253
11904,4625257
11905,5133318
11906,3975743
11907,2780669
11908,4634237
11909,4504021
11910,5924775
11911,1578661
11912,3028500
11913,4736961
11914,1403156
11915,2390952
11916,1827352
11917,1569951
11918,4593247
11919,4351869
11920,2639881
11921,3554829
11922,3554057
11923,3286406
11924,1040877
11925,5275432
11926,5675927
11927,5293289
11928,1930443
11929,3162688
11930,2772247
11931,2169755
11932,5682953
11933,5654303
11934,5670277
11935,3153261
11936,1269789
11937,3539935
11938,1510527
11939,2361683
11940,4300379
11941,1482733
11942,2518152
11943,5345000
11944,5144855
11945,2362705
11946,2516047
11947,1522343
11948,1197901
11949,4730166
11950,1007963
11951,2530925
11952,5535138
11953,1575414
11954,5514166
11955,2268300
11956,3814884
11957,1392585
11958,3311170
11959,2097791
11960,4764791
11961,1975088
11962,2764439
11963,1951605
11964,2824017
11965,1111551
11966,3441401
11967,3408337
11968,2235038
11969,1402069
11970,4333524
11971,2496288
11972,5685996
11973,4738363
11974,1927852
11975,4496581
11976,3946235
11977,1591631
11978,5644983
11979,1873303
11980,5120761
11981,5683285
11982,1749065
11983,2802587
11984,5610457
11985,1601723
11986,3967705
11987,5383201
11988,3952586
11989,5906535
11990,1117365
11991,1771168
11992,5525747
11993,2107754
11994,3851565
11995,2762396
11996,5289789
11997,4497726
11998,5812518
11999,1151529
12000,1000805
12001,2143642
12002,6001964
12003,1015272
12004,5139447
12005,4076014
12006,5245244
12007,4110681
12008,2771834
12009,1118489
12010,1900922
12011,2125382
12012,1473763
12013,3960563
12014,1221499
12015,3436972
12016,1005761
12017,3980553
12018,3678919
12019,5919496
12020,4498633
12021,1807601
12022,1232996
12023,2802922
12024,3305510
12025,4755540
12026,1903202
12027,1269568
12028,3302509
12029,5656668
12030,4220733
12031,2391974
12032,2765349
12033,1490131
12034,1400871
12035,1273463
12036,3310293
12037,1459101
12038,1977825
12039,5774143
12040,1072455
12041,5028081
12042,1148513
12043,1938002
12044,4528327
12045,5084717
12046,5532731
12047,4236998
12048,4066584
12049,2641006
12050,1263622
12051,1053827
12052,1264399
12053,3297526
12054,1165062
12055,3704710
12056,4785167
12057,3906010
12058,2727217
12059,5946782
12060,2912622
12061,4986148
12062,2536681
12063,4216284
12064,2646007
12065,3578320
12066,5930490
12067,1943612
12068,1459558
12069,5795219
12070,1384941
12071,1123955
12072,1605402
12073,1603583
12074,1869330
12075,1532951
12076,3680316
12077,5644910
12078,1486999
12079,2769360
12080,3040510
12081,5547503
12082,5142074
12083,2758539
12084,2633638
12085,2537782
12086,1033775
12087,3049616
12088,5026713
12089,5546058
12090,4458811
12091,1072008
12092,5667642
12093,1224048
12094,2495101
12095,3434487
12096,1226473
12097,1474503
12098,3694865
12099,3769751
12100,5786622
12101,5534812
12102,3982548
12103,1747696
12104,4348073
12105,2518124
12106,4204079
12107,3480329
12108,4982286
12109,5680220
12110,4729127
12111,1202706
12112,2985637
12113,5479558
12114,1500236
12115,1733044
12116,5440809
12117,1296890
12118,4341315
12119,3578427
12120,4730133
12121,5647226
12122,4594717
12123,1280301
12124,4502432
12125,3552804
12126,5788349
12127,4490970
12128,2640023
12129,1826611
12130,1580294
12131,2912584
12132,3576466
12133,1810852
12134,5253944
12135,4200931
12136,3840188
12137,1745638
12138,3809624
12139,2639852
12140,3739959
12141,4296607
12142,1087127
12143,1047727
12144,1444648
12145,4344286
12146,1259074
12147,3479977
12148,5244011
12149,5644868
12150,2389641
12151,1520877
12152,4766516
12153,3555788
12154,5915144
12155,1707110
12156,4262715
12157,4595482
12158,1281490
12159,1392099
12160,3282541
12161,4343430
12162,1124918
12163,5160335
12164,2904168
12165,2070565
12166,4887651
12167,4983087
12168,1593110
12169,5964381
12170,4224140
12171,5554009
12172,1971846
12173,4720748
12174,1254643
12175,1114615
12176,1029441
12177,2756923
12178,1820704
12179,1544092
12180,3020492
12181,4735546
12182,3684692
12183,2393088
12184,1904118
12185,2228582
12186,2781541
12187,2824009
12188,1007519
12189,1223798
12190,1132598
12191,1563061
12192,1327156
12193,4335093
12194,3192979
12195,4723852
12196,5178975
12197,5916134
12198,1533187
12199,1263343
12200,1236388
12201,1506128
12202,5008249
12203,1601490
12204,5028177
12205,2522486
12206,5679273
12207,4879220
12208,1047391
12209,5943791
12210,2801800
12211,1301781
12212,1418414
12213,3421553
12214,5246927
12215,2125093
12216,4105804
12217,1838278
12218,1453597
12219,5798610
12220,3301674
12221,1119824
12222,5154441
12223,1512623
12224,2643575
12225,1542174
12226,5791014
12227,1413243
12228,4740673
12229,4344303
12230,3508851
12231,1407136
12232,1465800
12233,4591731
12234,3678138
12235,5549438
12236,3300280
12237,4108474
12238,3934907
12239,5899717
12240,3966242
12241,1721846
12242,3825213
12243,5681954
12244,1475688
12245,5816752
12246,5679086
12247,3456272
12248,5537306
12249,5114412
12250,5384673
12251,4612137
12252,1731316
12253,4081453
12254,5735164
12255,1086932
12256,1041490
12257,5046352
12258,1707301
12259,3015658
12260,2400082
12261,2793170
12262,1525838
12263,1616414
12264,3455299
12265,1092029
12266,1831174
12267,5419927
12268,3956914
12269,5180141
12270,1952076
12271,3417006
12272,5670507
12273,1441671
12274,4615678
12275,3706105
12276,3680019
12277,1162788
12278,1237125
12279,3287581
12280,4869333
12281,2915998
12282,1854967
12283,4064112
12284,2122272
12285,1511105
12286,1131363
12287,4875351
12288,3288225
12289,3817809
12290,4883804
12291,5254611
12292,1826081
12293,2792313
12294,4064244
12295,1353931
12296,2101290
12297,4613932
12298,4365733
12299,4202206
12300,2134964
12301,2769773
12302,5049305
12303,3316665
12304,4984917
12305,3948449
12306,2510234
12307,1563010
12308,5253004
12309,2273189
12310,3670523
12311,1046992
12312,1862300
12313,3450474
12314,3948748
12315,5940810
12316,3174302
12317,2268621
12318,3420557
12319,1963375
12320,5536208
12321,3150656
12322,3581191
12323,2245065
12324,3408521
12325,2925741
12326,4867603
12327,5785081
12328,1083701
12329,1140968
12330,1267130
12331,1054769
12332,1013309
12333,1927654
12334,1871472
12335,1724183
12336,1442789
12337,1167508
12338,3948274
12339,1556068
12340,4719204
12341,2262124
12342,1044042
12343,1037067
12344,3700237
12345,4857495
12346,5801446
12347,5809041
12348,1469662
12349,3700279
12350,5528483
12351,3827659
12352,5379635
12353,5149002
12354,4602404
12355,1378165
12356,3847586
12357,1233698
12358,4462588
12359,3582171
12360,5417011
12361,1885516
12362,2142491
12363,2275349
12364,5549873
12365,4083586
12366,2796253
12367,5812828
12368,3189452
12369,1833458
12370,3028989
12371,1732456
12372,4850628
12373,1925499
12374,4980813
12375,1704314
12376,1201347
12377,3812243
12378,3849331
12379,3439508
12380,1886755
12381,5341630
12382,5183722
12383,5290398
12384,4722692
12385,1413657
12386,3845706
12387,2787949
12388,4090242
12389,3318027
12390,1993872
12391,4888927
12392,1159697
12393,4505079
12394,5815813
12395,1590455
12396,1613911
12397,5682927
12398,2373110
12399,1425829
12400,1872856
12401,5258951
12402,4102536
12403,1394255
12404,3679950
12405,2795647
12406,1582248
12407,3456596
12408,2249441
12409,3678528
12410,1128697
12411,4890241
12412,4688223
12413,3326106
12414,1606529
12415,2333138
12416,4355467
12417,1522962
12418,3572817
12419,4236192
12420,3963593
12421,2781385
12422,1754149
12423,1154285
12424,5997544
12425,2898689
12426,1508016
12427,3824186
12428,4100883
12429,1412447
12430,5531772
12431,2533043
12432,5899473
12433,5918978
12434,4470105
12435,1711827
12436,1154576
12437,1291917
12438,1672098
12439,2659525
12440,3957079
12441,3948971
12442,1554265
12443,4875093
12444,2102583
12445,5937454
12446,4033248
12447,3319959
12448,5440675
12449,1815266
12450,1404427
12451,4242839
12452,1544662
12453,5279596
12454,3050536
12455,1384087
12456,5401939
12457,2391831
12458,4995030
12459,3297191
12460,5816080
12461,1564602
12462,5127559
12463,2006340
12464,1848580
12465,4222056
12466,5684412
12467,1409043
12468,5941835
12469,5925899
12470,3310034
12471,4719324
12472,4897796
12473,4035917
12474,2387901
12475,3709729
12476,2403068
12477,3056447
12478,1572388
12479,3820805
12480,4099891
12481,1815458
12482,5263356
12483,3837932
12484,1737061
12485,1301185
12486,4686818
12487,3441277
12488,5402682
12489,1358444
12490,1207427
12491,4899679
12492,1926454
12493,1671225
12494,2105257
12495,2658810
12496,2135089
12497,1957483
12498,3322856
12499,2540738
12500,4067037
12501,5791901
12502,1461472
12503,3820698
12504,4627217
12505,5128802
12506,4690114
12507,3452557
12508,2426847
12509,3850127
12510,5248316
12511,1272420
12512,1878793
12513,5902438
12514,1139627
12515,4614339
12516,4481988
12517,2788997
12518,5920122
12519,4098442
12520,4297643
12521,2667944
12522,3718915
12523,4071011
12524,5948301
12525,1528861
12526,4523458
12527,1081368
12528,2635888
12529,1749134
12530,1753706
12531,3059546
12532,4203776
12533,4299156
12534,2127917
12535,4996757
12536,1003051
12537,3831657
12538,1548014
12539,2140636
12540,4480087
12541,4593679
12542,4099571
12543,1427246
12544,3379417
12545,5518150
12546,5552385
12547,1498802
12548,5915798
12549,1196330
12550,1753374
12551,2722770
12552,3053400
12553,3474354
12554,1445437
12555,2396533
12556,3559624
12557,5138193
12558,4862389
12559,2491044
12560,4470044
12561,1158884
12562,1802990
12563,2406797
12564,1593715
12565,4863521
12566,1726124
12567,4637838
12568,1170400
12569,4334162
12570,1995524
12571,1907369
12572,2110052
12573,1102847
12574,2229424
12575,4063983
12576,3084230
12577,2125048
12578,5394155
12579,2653053
12580,5551576
12581,3182337
12582,5257991
12583,1568871
12584,2590563
12585,4721977
12586,4767467
12587,1095510
12588,2507774
12589,2144633
12590,3682082
12591,3825275
12592,4630412
12593,1194703
12594,1564578
12595,4468813
12596,5000329
12597,1284931
12598,1611401
12599,4462921
12600,4753057
12601,3716269
12602,1951983
12603,1911849
12604,5941680
12605,5947179
12606,3028859
12607,1841186
12608,4164696
12609,4330976
12610,5288785
12611,3448881
12612,3034873
12613,4890039
12614,1028768
12615,1451749
12616,3294379
12617,2334660
12618,1202215
12619,2202657
12620,5790369
12621,1588828
12622,3705414
12623,5007260
12624,1819486
12625,2144961
12626,2363304
12627,2132995
12628,1211506
12629,1197665
12630,4095266
12631,3837124
12632,1211553
12633,4214295
12634,2403174
12635,5669019
12636,1835494
12637,3575091
12638,2107776
12639,4992967
12640,5638081
12641,2243930
12642,5683695
12643,1282761
12644,4003100
12645,3552085
12646,1466819
12647,2278738
12648,1250470
12649,4890493
12650,3582498
12651,1576450
12652,1929222
12653,4749247
12654,1476802
12655,4993185
12656,2669987
12657,5131075
12658,1415492
12659,1355189
12660,4350441
12661,5118781
12662,1292774
12663,5407622
12664,1603837
12665,5004030
12666,4609795
12667,4592179
12668,2246369
12669,3422393
12670,2924422
12671,5416561
12672,5682024
12673,2330144
12674,1337008
12675,1865367
12676,2985322
12677,1412736
12678,1412943
12679,1803957
12680,1114975
12681,2778591
12682,4892943
12683,3454845
12684,4753111
